Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","fico_range_low","fico_range_high","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","last_fico_range_high","last_fico_range_low","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"19667443","21890171","10000","10000","10000"," 36 months"," 18.99%","366.51","E","E1","Quotation Administrator","10+ years","OWN","62410","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19667443","","home_improvement","Home improvement","MOUNT OLIVE","AL","0","6","88","100","89","31.29","0","0","1975-10-15 05:00","660","664","1","55","42","0","","19","2","6","1","56979","3046","69.2%","800","17","w","9580.18","9580.18","733.02","733.02","419.82","313.20","0.0","0.0","0.0","2014-08-28","366.51","2014-09-23","2014-07-22","664","660","56169","6","","1","0","0","0","0","","6","2","3","60569","56979","9497","2","1","1","92.9","0","0","0","9","110","4","464","7","4400","4","4","0","1"
"19657508","21880206","9725","9725","9725"," 36 months"," 22.15%","372.16","E","E5","salemanger","10+ years","RENT","30000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19657508","","debt_consolidation","Debt consolidation","Donaldsonville","LA","0","3","2469","33.3","64.7","19.69","1","0","2001-11-15 04:00","665","669","0","13","56","22","13","100","0","9","1","8256","5939","42.7%","7000","24","w","9336.14","9336.14","744.32","744.32","388.86","355.46","0.0","0.0","0.0","2014-08-25","372.16","2014-10-20","2014-08-21","679","675","5826","19","","0","1","0","0","0","13","9","0","21","19726","8256","917","10","1","3","95.5","1","0","0","5","34","3","151","24","13900","3","8","0","1"
"19657405","21880111","9000","9000","9000"," 36 months"," 14.49%","309.75","C","C4","Fire Alarm Dispatcher","10+ years","OWN","75000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19657405","","debt_consolidation","Debt consolidation","NEW HYDE PARK","NY","0","3","","","","23.24","3","0","1985-06-15 05:00","700","704","1","5","91","1","27","","6","7","1","65577","1076","34.7%","0","20","f","8595.42","8595.42","619.5","619.50","404.58","214.92","0.0","0.0","0.0","2014-08-25","309.75","2014-10-20","2014-08-21","699","695","72377","8","27","0","0","0","0","1","","7","2","1","451510","403546","57649","4","0","0","80","0","0","0","5","133","2","348","1","3100","2","2","0","1"
"19667422","21890151","8250","8250","8250"," 36 months"," 13.35%","279.37","C","C2","Mechanic","9 years","MORTGAGE","75000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19667422","","debt_consolidation","Debt consolidation","St. Marys","GA","0","1","147","100","94.7","14.27","1","0","1995-10-15 05:00","670","674","0","8","","9","8","36","1","12","0","40548","4532","36.5%","2800","18","w","7872.74","7872.74","558.74","558.74","377.26","181.48","0.0","0.0","0.0","2014-08-28","279.37","2014-09-23","2014-08-21","644","640","45341","7","8","0","0","0","0","0","","12","1","11","164641","140142","11679","2","2","2","94.4","0","0","0","10","224","5","72","25","12400","5","6","0","1"
"19617408","21840125","8000","8000","8000"," 36 months"," 13.35%","270.91","C","C2","Teacher","10+ years","MORTGAGE","53000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617408","","home_improvement","Home improvement","NORTH EAST","PA","0","4","1729","33.3","66.1","25.8","1","0","1987-01-15 04:00","670","674","0","9","65","13","9","19","5","9","1","42374","3371","66.1%","5100","36","w","7634.16","7634.16","541.82","541.82","365.84","175.98","0.0","0.0","0.0","2014-08-25","270.91","2014-10-20","2014-08-21","679","675","61038","15","9","0","9","0","0","0","60","9","0","13","229164","196421","21825","13","2","3","65.7","0","0","0","13","135","2","183","19","5100","2","3","0","1"
"19557316","21780033","35000","35000","35000"," 36 months"," 10.99%","1145.69","B","B3","chemisty technician","10+ years","MORTGAGE","85000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557316","","debt_consolidation","Debt consolidation","Harvey","LA","0","6","52509","0","18","28.69","1","0","1991-04-15 05:00","775","779","1","16","","2","16","19","3","25","0","94744","35081","36.4%","64000","54","f","33342.15","33342.15","2291.38","2291.38","1657.85","633.53","0.0","0.0","0.0","2014-08-25","1145.69","2014-10-20","2014-08-21","804","800","81996","38","16","0","0","0","0","0","","25","3","8","335146","211147","10557","17","4","10","98.1","0","0","0","11","113","6","278","8","96500","6","20","0","1"
"19577386","21800099","12000","12000","12000"," 60 months"," 16.99%","298.17","D","D3","Registered Nurse","6 years","MORTGAGE","70000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577386","","other","Other","BIRMINGHAM","AL","0","7","428","100","78.6","14.57","2","0","1996-02-15 04:00","680","684","2","5","81","1","5","67","2","18","1","44106","6761","25.5%","2000","25","w","11741.64","11741.64","596.34","596.34","258.36","337.98","0.0","0.0","0.0","2014-08-28","298.17","2014-09-23","2014-08-21","699","695","42665","14","17","0","0","0","0","1","63","18","1","4","235830","203021","11942","3","1","1","87.5","0","0","0","9","220","5","115","4","26500","5","11","391","1"
"19617482","21840194","24000","24000","24000"," 60 months"," 20.99%","649.15","E","E4","Forman","10+ years","MORTGAGE","75000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617482","","debt_consolidation","Debt consolidation","HILLSBORO","MO","0","8","461","0","74.4","19.49","2","0","2008-01-15 04:00","675","679","2","5","67","0","","46","1","9","1","20974","2164","55.5%","1800","18","w","23537.29","23537.29","1298.3","1298.30","462.71","835.59","0.0","0.0","0.0","2014-08-28","649.15","2014-09-25","2014-08-21","674","670","37590","6","","0","0","0","0","0","","9","3","4","174597","144311","16035","2","1","1","88.9","0","0","0","11","77","4","69","4","3900","4","4","0","1"
"19557319","21780036","18000","18000","18000"," 60 months"," 13.35%","412.79","C","C2","Accounting Manager","3 years","MORTGAGE","65000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557319","","credit_card","Credit card refinancing","Pekin","IL","0","0","4697","50","74","24.59","1","0","1990-04-15 05:00","695","699","1","7","","1","","27","2","13","0","46700","14860","68.8%","18100","31","f","17572.56","17572.56","825.58","825.58","427.44","398.14","0.0","0.0","0.0","2014-08-28","412.79","2014-09-23","2014-08-21","719","715","58435","16","","0","0","0","0","0","","13","0","25","180520","139345","10719","13","6","6","96.7","0","0","0","13","290","8","171","27","21600","8","8","0","1"
"19617426","21840142","12000","12000","12000"," 60 months"," 16.29%","293.67","D","D2","Gas attendent","10+ years","RENT","35000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617426","","credit_card","Credit card refinancing","Holiday","FL","0","2","4235","60","65.3","25.38","0","0","2005-08-15 05:00","670","674","0","39","38","13","","9","0","8","1","36199","7965","48.6%","12200","23","f","11736.68","11736.68","587.34","587.34","263.32","324.02","0.0","0.0","0.0","2014-08-25","293.67","2014-10-20","2014-08-21","699","695","32399","13","","0","0","0","0","0","39","8","1","9","48799","36199","4525","9","5","5","95.7","0","0","0","10","106","5","99","9","16400","5","7","0","1"
"19617394","21840111","5500","5500","5500"," 36 months","  7.69%","171.57","A","A4","Therapist","3 years","MORTGAGE","50600","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-25","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617394","","debt_consolidation","Debt consolidation","OREM","UT","0","4","1251","0","34.2","25.33","0","0","1997-09-15 05:00","700","704","2","81","","2","81","5","1","13","0","110306","5583","41.7%","1900","46","w","0.00","0.00","5535.2458333333","5535.25","5500.00","35.25","0.0","0.0","0.0","2014-07-30","5535.25","","2014-08-21","814","810","87609","17","81","0","0","0","0","0","","13","2","5","227713","230517","17732","7","2","2","97.8","0","0","0","28","201","6","188","5","13400","6","7","0","1"
"19617524","21840236","9475","9475","9475"," 36 months"," 13.35%","320.85","C","C2","Executive Director","2 years","OWN","50000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19617524","","credit_card","Credit card refinancing","Bastrop","TX","0","7","1010","100","84.9","17.69","1","0","1993-05-15 05:00","665","669","1","11","58","0","11","12","1","16","1","19977","8686","23%","6700","40","w","9041.72","9041.72","641.7","641.70","433.28","208.42","0.0","0.0","0.0","2014-08-25","320.85","2014-10-20","2014-08-21","679","675","14912","31","","1","0","0","0","0","","16","3","9","52612","19977","1332","11","3","3","96.9","0","0","0","8","163","7","253","9","37700","7","13","0","1"
"19587397","21810120","28100","28100","28100"," 60 months"," 19.52%","737","E","E2","Neuromodulation Sales Representative","2 years","MORTGAGE","185000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587397","","medical","Medical expenses","Fort Atkinson","WI","0","2","7494","60","68.2","21.84","0","0","1998-03-15 04:00","700","704","1","","","6","","32","2","16","0","169309","23846","53%","23600","44","w","27535.63","27535.63","1474.0","1474.00","564.37","909.63","0.0","0.0","0.0","2014-08-25","737.0","2014-10-20","2014-08-21","704","700","111197","25","","0","0","0","0","0","","16","2","6","394308","356100","22256","12","4","5","100","0","0","0","16","143","6","195","25","45000","6","11","0","1"
"19597515","21820217","11400","11400","11400"," 60 months"," 19.52%","299","E","E2","Supply Chain Planner","1 year","MORTGAGE","57000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597515","","debt_consolidation","Debt consolidation","RALEIGH","NC","0","1","1326","66.7","83.2","9.98","1","0","1989-05-15 05:00","670","674","1","15","33","6","15","64","3","17","1","131696","7446","47.7%","7900","46","w","11171.03","11171.03","598.0","598.00","228.97","369.03","0.0","0.0","0.0","2014-08-28","299.0","2014-09-23","2014-08-21","674","670","129359","27","38","0","3","1","0","0","38","17","1","0","281480","243074","16205","11","3","3","84.8","0","0","0","16","160","6","301","0","15600","6","12","488","1"
"19587440","21810164","23000","23000","23000"," 36 months"," 10.15%","743.77","B","B2","health services director","9 years","RENT","120000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587440","","debt_consolidation","Debt consolidation","Timonium","MD","0","4","1114","83.3","88","13.19","0","0","2001-05-15 05:00","680","684","0","","","8","","11","0","13","0","50116","9987","65.7%","9300","26","w","21896.90","21896.90","1487.54","1487.54","1103.10","384.44","0.0","0.0","0.0","2014-08-28","743.77","2014-09-23","2014-08-21","679","675","61984","19","","0","0","0","0","0","","13","3","8","77184","50116","4176","14","5","6","100","0","0","0","7","80","6","157","8","15200","6","9","1120","1"
"19607356","21830064","15000","15000","15000"," 36 months"," 11.67%","495.86","B","B4","Underwriting Supervisor","2 years","MORTGAGE","60000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607356","","major_purchase","Major purchase","LADYSMITH","WI","0","1","221","100","95.6","16.5","0","0","1996-10-15 05:00","675","679","0","25","","18","25","75","1","10","0","23628","10736","72.5%","5000","24","w","14296.63","14296.63","991.72","991.72","703.37","288.35","0.0","0.0","0.0","2014-08-28","495.86","2014-09-25","2014-08-21","629","625","30384","12","","0","0","0","0","0","","10","0","24","137409","110132","12237","2","1","1","95.8","0","0","0","11","212","3","152","24","14800","3","7","2029","1"
"19557269","21779988","2600","2600","2600"," 36 months"," 19.52%","96","E","E2","Teacher","10+ years","RENT","47000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557269","","other","Other","Greensboro","NC","0","9","109","50","91.6","9.07","0","0","2003-04-15 05:00","670","674","0","","","12","","18","0","11","0","109088","6719","69.3%","1300","15","w","2491.71","2491.71","192.0","192.00","108.29","83.71","0.0","0.0","0.0","2014-08-25","96.0","2014-10-20","2014-08-21","664","660","102654","8","","0","0","0","0","0","","11","2","5","112354","109088","9917","3","2","2","100","0","0","0","7","134","6","106","18","9700","6","7","0","1"
"19486322","21699080","10000","10000","10000"," 36 months"," 14.49%","344.17","C","C4","Project Administrator ","2 years","RENT","76800","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19486322","","debt_consolidation","Debt consolidation","fort lauderdale","FL","0","5","3486","0","44.7","11.38","0","0","2011-04-12 05:00","695","699","1","","","3","","13","0","8","0","35407","3414","40.6%","6300","8","w","9550.46","9550.46","688.34","688.34","449.54","238.80","0.0","0.0","0.0","2014-08-28","344.17","2014-09-23","2014-08-21","739","735","37952","7","","0","0","0","0","0","","8","0","13","46352","35407","4426","4","4","4","100","0","0","0","1","14","5","38","13","8400","5","7","0","1"
"19657369","21880079","12000","12000","12000"," 60 months"," 16.99%","298.17","D","D3","RN","2 years","MORTGAGE","58000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19657369","","debt_consolidation","Debt consolidation","APOLLO","PA","0","11","16012","16.7","41.6","20.74","1","0","1997-10-15 05:00","700","704","1","15","","0","","9","4","21","0","33625","12808","29.9%","27400","35","f","11741.64","11741.64","596.34","596.34","258.36","337.98","0.0","0.0","0.0","2014-08-28","298.17","2014-09-24","2014-08-21","704","700","23318","26","","0","1","0","0","0","15","21","5","4","146906","111487","6194","11","4","8","94.3","1","0","0","4","200","8","195","4","42900","8","19","0","1"
"19557286","21780004","25000","25000","25000"," 60 months"," 17.57%","629.01","D","D4","Engineering Manager","10+ years","MORTGAGE","156800","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557286","","debt_consolidation","Debt consolidation","BEDFORD","TX","0","3","0","100","101.1","22.2","1","0","1993-08-15 05:00","660","664","0","6","","13","","4","1","10","0","152241","18464","76%","11500","23","w","24470.21","24470.21","1258.02","1258.02","529.79","728.23","0.0","0.0","0.0","2014-08-28","629.01","2014-09-23","2014-08-21","654","650","200385","13","","0","1","0","0","0","39","10","2","4","224685","152241","15224","9","2","2","91.3","0","0","0","8","140","3","250","4","24300","3","5","0","1"
"19577476","21800185","18000","18000","18000"," 60 months"," 15.61%","434.01","D","D1","Sales Admin.","10+ years","OWN","65699","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577476","","debt_consolidation","Debt consolidation","Mermentau","LA","0","4","520","100","93.5","24.83","0","0","2004-08-15 05:00","705","709","0","","","18","","70","0","9","0","52369","11127","81.2%","8000","15","w","17597.68","17597.68","868.02","868.02","402.32","465.70","0.0","0.0","0.0","2014-08-28","434.01","2014-09-23","2014-08-21","684","680","57244","6","","0","0","0","0","0","","9","2","1","70944","52369","5819","4","4","4","100","0","0","0","9","118","6","108","18","13700","6","6","0","1"
"19637486","21860191","8500","8500","8500"," 36 months"," 10.99%","278.24","B","B3","maintenance","1 year","MORTGAGE","43000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19637486","","debt_consolidation","Debt consolidation","GRANITE FALLS","NC","0","3","292","100","92.7","11.19","0","0","2004-07-15 05:00","675","679","0","","","11","","37","2","7","0","19558","7985","85.9%","4000","19","w","8097.38","8097.38","556.48","556.48","402.62","153.86","0.0","0.0","0.0","2014-08-28","278.24","2014-09-23","2014-08-21","699","695","12820","8","","0","0","0","0","0","","7","1","6","161620","158262","22609","6","2","2","100","0","0","0","9","119","4","84","14","9300","4","4","0","1"
"19597488","21820191","8500","8500","8500"," 36 months","  8.39%","267.9","A","A5","Legal Assistant","10+ years","RENT","50000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597488","","debt_consolidation","Debt consolidation","COVENTRY","RI","0","1","8476","25","32.2","26.26","0","0","1999-08-15 05:00","715","719","0","","","","","6","0","11","0","28898","17819","44.4%","12500","18","w","8081.60","8081.60","535.8","535.80","418.40","117.40","0.0","0.0","0.0","2014-09-03","267.9","2014-09-28","2014-08-21","774","770","31656","16","","0","0","0","0","0","","11","1","6","71756","28898","2627","5","2","4","100","0","0","0","2","178","7","130","6","40100","7","10","0","1"
"19607060","21829779","10000","10000","10000"," 36 months"," 13.35%","338.63","C","C2","Senior Client Associate","5 years","MORTGAGE","82000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607060","","debt_consolidation","Debt consolidation","Brooklyn","NY","0","8","15783","50","67.4","14.09","0","0","1997-10-14 05:00","660","664","0","44","","11","46","3","3","16","0","31316","31316","56.2%","39700","32","f","9542.71","9542.71","677.26","677.26","457.29","219.97","0.0","0.0","0.0","2014-08-28","338.63","2014-09-24","2014-08-21","664","660","0","26","46","0","2","0","0","0","44","16","4","3","332900","302422","20161","18","7","8","96.7","0","0","0","3","150","10","200","3","59900","10","15","18843","1"
"19557294","21780012","4000","4000","4000"," 36 months"," 13.98%","136.68","C","C3","concrete superintendant","9 years","RENT","59000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557294","","debt_consolidation","Debt consolidation","claremore","OK","0","3","320","100","97.4","7.36","0","0","2002-03-15 04:00","685","689","0","","","16","","3","2","5","0","16029","12180","62.5%","12500","18","w","3819.84","3819.84","288.36","288.36","180.16","93.20","15.0","0.0","0.0","2014-09-09","288.36","2014-09-23","2014-06-16","689","685","7583","11","","0","0","0","0","0","","5","2","3","27083","16029","4007","4","2","3","100","0","0","0","5","140","2","147","3","19500","2","4","0","1"
"19557341","21780058","3600","3600","3600"," 36 months"," 10.15%","116.42","B","B2","PHARMACY TECH","10+ years","MORTGAGE","50000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557341","","credit_card","Credit card refinancing","YUBA CITY","CA","0","10","2777","0","53.7","18.95","0","0","2000-07-15 05:00","690","694","3","26","","2","46","13","1","12","0","27942","9679","59%","6000","19","f","3427.33","3427.33","232.84","232.84","172.67","60.17","0.0","0.0","0.0","2014-08-25","116.42","2014-10-20","2014-08-21","684","680","33265","10","46","0","2","0","0","0","46","12","1","4","118715","87463","7289","6","3","3","88.9","0","0","0","7","58","5","167","13","16400","5","5","0","1"
"19577337","21800052","10800","10800","10800"," 36 months","  6.49%","330.97","A","A2","Assistant manager","2 years","MORTGAGE","37000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-24","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577337","","credit_card","Credit card refinancing","Cincinnati","OH","0","6","10401","25","45.8","28.77","1","0","2003-10-15 05:00","715","719","0","7","","9","","21","1","20","0","79653","9142","33.7%","19200","32","f","10253.41","10253.41","661.94","661.94","546.59","115.35","0.0","0.0","0.0","2014-08-28","330.97","2014-09-24","2014-08-21","749","745","83109","19","","0","0","0","0","0","","20","2","11","171415","137549","7239","11","2","4","96.9","0","0","0","12","80","3","128","21","27100","3","8","0","1"
"19576476","21799226","24000","24000","24000"," 60 months"," 18.24%","612.59","D","D5","Quality Manager","< 1 year","MORTGAGE","65000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19576476","","debt_consolidation","Debt consolidation","MANSFIELD","OH","0","4","3057","85.7","87","29.56","0","0","1997-03-14 04:00","700","704","2","","","2","","20","2","14","0","66266","38575","71.8%","23500","24","w","23500.65","23500.65","1225.18","1225.18","499.35","725.83","0.0","0.0","0.0","2014-08-28","612.59","2014-09-23","2014-08-21","754","750","34829","14","","0","0","0","0","0","","14","1","2","174029","146068","10433","7","7","7","100","0","0","0","8","155","10","207","16","53700","10","11","0","1"
"19607400","21830105","4200","4200","4200"," 36 months"," 10.99%","137.49","B","B3","Sales","7 years","RENT","55000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607400","","debt_consolidation","Debt consolidation","ISELIN","NJ","0","1","1946","33.3","65.2","2.64","0","0","2006-12-15 04:00","660","664","1","","101","6","","24","0","3","1","3654","3654","65.2%","5600","4","f","4001.04","4001.04","274.98","274.98","198.96","76.02","0.0","0.0","0.0","2014-08-25","137.49","2014-10-20","2014-08-21","704","700","0","3","","1","0","0","0","0","","3","0","24","5600","3654","1218","3","3","3","100","0","0","0","1","66","3","90","24","5600","3","3","0","1"
"19607465","21830168","20000","20000","20000"," 60 months"," 13.35%","458.66","C","C2","Department Manager","< 1 year","MORTGAGE","106000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-25","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19607465","","debt_consolidation","Debt consolidation","Medina","TN","0","5","14693","40","51.3","12.73","0","0","2002-08-15 05:00","705","709","1","","","5","","30","6","21","0","48273","17042","43%","30200","54","w","19525.05","19525.05","917.32","917.32","474.95","442.37","0.0","0.0","0.0","2014-08-28","458.66","2014-09-25","2014-08-21","774","770","35879","24","","0","0","0","0","0","","21","3","5","273479","228294","11415","14","6","10","100","0","0","0","24","142","7","127","5","39600","7","16","0","1"
"19657361","21880071","35000","35000","35000"," 60 months"," 20.20%","931.19","E","E3","Head of Trading ","2 years","MORTGAGE","225000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19657361","","credit_card","Credit card refinancing","west islip ","NY","0","7","12762","42.9","76.2","11.52","1","0","2000-05-15 05:00","675","679","1","15","","4","","1","4","11","0","77191","40838","74.1%","53600","34","f","34310.20","34310.20","1862.38","1862.38","689.80","1172.58","0.0","0.0","0.0","2014-08-25","931.19","2014-10-20","2014-08-21","664","660","56639","17","","0","1","0","0","0","15","11","3","1","847989","782698","71154","13","4","7","97","1","0","0","13","148","4","169","1","55100","4","8","0","1"
"19557297","21780015","21000","21000","21000"," 60 months"," 16.99%","521.8","D","D3","Sales Representative","5 years","MORTGAGE","66000","Source Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19557297","","other","Other","KIMBERLY","AL","0","3","1624","33.3","66.9","18.16","0","0","2006-05-15 05:00","670","674","0","52","","9","52","23","1","12","0","50179","3456","65.2%","4900","19","w","20547.87","20547.87","1043.6","1043.60","452.13","591.47","0.0","0.0","0.0","2014-08-28","521.8","2014-09-23","2014-08-21","704","700","55476","12","","0","0","0","0","0","","12","0","16","137675","123440","12344","4","2","3","94.7","0","0","0","6","72","3","97","23","5300","3","7","5266","1"
"19577358","21800072","29575","29575","29575"," 60 months"," 17.57%","744.11","D","D4","National Director of Maintenance","10+ years","RENT","75000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19577358","","credit_card","Credit card refinancing","CHARLOTTE","NC","0","6","3095","14.3","58.2","4.69","0","0","1998-12-15 04:00","665","669","0","","117","12","","12","0","10","1","7143","7143","59%","7400","13","f","28948.28","28948.28","1488.22","1488.22","626.72","861.50","0.0","0.0","0.0","2014-08-29","744.11","2014-10-20","2014-08-21","654","650","0","13","","0","0","0","1","1","","10","1","12","12100","7143","794","8","6","7","100","0","0","0","0","","7","186","12","12100","7","10","270","1"
"19587466","21810188","3000","3000","3000"," 36 months","  7.12%","92.8","A","A3","Staff Assistant","10+ years","MORTGAGE","60389","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-23","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587466","","debt_consolidation","Debt consolidation","Washington","DC","0","5","","","","2.03","0","0","2003-10-15 05:00","720","724","1","","","6","","","4","3","0","3249","3249","59.1%","0","24","w","2849.56","2849.56","185.6","185.60","150.44","35.16","0.0","0.0","0.0","2014-08-28","92.8","2014-09-23","2014-06-16","724","720","0","12","","0","0","0","0","0","","3","2","8","196150","155855","51952","5","0","0","100","0","0","0","8","99","2","128","9","5500","2","2","0","1"
"19587431","21810156","4200","4200","4200"," 36 months"," 20.20%","156.52","E","E3","stocker","4 years","OWN","20000","Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19587431","","other","Other","FULTON","MS","0","3","500","0","0","19.57","0","0","2006-09-15 05:00","670","674","1","","","6","","10","0","5","0","4398","1981","50.8%","500","10","w","4026.92","4026.92","313.04","313.04","173.08","139.96","0.0","0.0","0.0","2014-08-25","156.52","2014-10-20","2014-08-21","654","650","4620","7","","0","0","0","0","0","","5","3","9","8520","4398","880","3","0","1","100","0","0","0","3","77","2","93","10","3900","2","3","674","1"
"19597487","21820190","3600","3600","3600"," 36 months"," 11.67%","119.01","B","B4","Senior Legal Specialist","10+ years","MORTGAGE","110000","Not Verified","2014-06-16","2014-06-30","2014-06-16","2014-06-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=19597487","","home_improvement","Home improvement","STAMFORD","CT","0","4","2825","0","58.5","9.81","0","0","1996-05-15 05:00","710","714","2","29","118","2","","46","1","14","1","26690","5091","49%","6800","23","f","3431.18","3431.18","238.02","238.02","168.82","69.20","0.0","0.0","0.0","2014-08-25","119.01","2014-10-20","2014-08-21","719","715","26675","13","","1","2","0","0","0","29","14","3","2","185575","172691","12335","9","4","5","91.3","0","0","0","9","217","7","99","11","10400","7","9","83","1"
