Notes offered by Prospectus (https://www.lendingclub.com/info/prospectus.action)
"id","member_id","loan_amnt","funded_amnt","funded_amnt_inv","term","int_rate","installment","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","is_inc_v","accept_d","exp_d","list_d","issue_d","loan_status","pymnt_plan","url","desc","purpose","title","addr_city","addr_state","acc_now_delinq","acc_open_past_24mths","bc_open_to_buy","percent_bc_gt_75","bc_util","dti","delinq_2yrs","delinq_amnt","earliest_cr_line","inq_last_6mths","mths_since_last_delinq","mths_since_last_record","mths_since_recent_inq","mths_since_recent_revol_delinq","mths_since_recent_bc","mort_acc","open_acc","pub_rec","total_bal_ex_mort","revol_bal","revol_util","total_bc_limit","total_acc","initial_list_status","out_prncp","out_prncp_inv","total_pymnt","total_pymnt_inv","total_rec_prncp","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","last_pymnt_d","last_pymnt_amnt","next_pymnt_d","last_credit_pull_d","total_il_high_credit_limit","num_rev_accts","mths_since_recent_bc_dlq","pub_rec_bankruptcies","num_accts_ever_120_pd","chargeoff_within_12_mths","collections_12_mths_ex_med","tax_liens","mths_since_last_major_derog","num_sats","num_tl_op_past_12m","mo_sin_rcnt_tl","tot_hi_cred_lim","tot_cur_bal","avg_cur_bal","num_bc_tl","num_actv_bc_tl","num_bc_sats","pct_tl_nvr_dlq","num_tl_90g_dpd_24m","num_tl_30dpd","num_tl_120dpd_2m","num_il_tl","mo_sin_old_il_acct","num_actv_rev_tl","mo_sin_old_rev_tl_op","mo_sin_rcnt_rev_tl_op","total_rev_hi_lim","num_rev_tl_bal_gt_0","num_op_rev_tl","tot_coll_amt","policy_code"
"1069126","1303778","10000","10000","9975"," 60 months"," 10.65%","215.69","B","B2","CEC ENTERTAINMENT INC","10+ years","RENT","45996","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069126","","debt_consolidation","Consolidation","WICKLIFFE","OH","0","","","","","21.73","0","0","1997-05-01 05:33","1","","","","","","","7","0","","11170","30.1%","","15","f","5361.80","5348.33","6846.16","6829.15","4638.20","2207.96","0.0","0.0","0.0","2014-09-04","215.69","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069102","1303750","3500","3500","3500"," 36 months"," 10.65%","114.01","B","B2","CPI","7 years","MORTGAGE","55000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069102","  Borrower added on 12/15/11 > pay off credit cards<br>","debt_consolidation","blessings","Malta","OH","0","","","","","5.39","0","0","2005-10-16 05:02","1","","","","","","","9","0","","6611","45.9%","","12","f","450.40","450.40","3642.82","3642.82","3049.60","593.22","0.0","0.0","0.0","2014-09-04","114.01","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069093","1303740","12500","8925","8925"," 60 months"," 17.27%","223.11","D","D3","grandma kitchen","5 years","RENT","30000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069093","  Borrower added on 12/16/11 > So I can pay all my bills so I will have just one monthy payment .<br>","debt_consolidation","allen","rochester","MN","0","","","","","13.16","0","0","1995-04-12 04:48","0","","113","","","","","7","1","","9844","70.8%","","28","f","0.00","0.00","5577.750000000003","5577.75","2812.82","2742.43","0.0","22.5","0.0","2014-02-03","223.11","","2014-04-22","","","","1","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069030","1303473","16425","16425","16425"," 36 months"," 14.27%","563.53","C","C2","Gen-Probe, Inc","4 years","RENT","44544","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069030","  Borrower added on 12/14/11 > looking to find a loan to consolidate my credit card debts at a lower interest rate.  currently paying 700/month and have never missed a payment.  high interest rates make it hard to pay down the debt.<br>","debt_consolidation","New Start","San Diego","CA","0","","","","","22.71","0","0","2002-10-02 04:50","1","","","","","","","10","0","","15747","83.4%","","18","f","0.00","0.00","18172.71","18172.71","16425.00","1747.71","0.0","0.0","0.0","2012-11-01","13108.71","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068906","1303528","8200","8200","8200"," 60 months"," 21.28%","223.14","F","F2","autozone","4 years","RENT","75000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-27","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068906","  Borrower added on 12/15/11 > Business/credit card<br>","small_business","Small_Business Loan","glendale","CA","0","","","","","12.48","0","0","2000-01-16 03:43","3","","","","","","","6","0","","9012","73.9%","","11","f","0.00","0.00","4173.57","4173.57","1525.83","2265.85","0.0","381.89","3.6","2013-06-03","223.14","","2013-10-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069073","1303718","15000","15000","15000"," 36 months"," 14.65%","517.42","C","C3","USAF Civil Service","2 years","OWN","61000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069073","  Borrower added on 12/14/11 > I calculated refinancing would allow me to pay off my credit debt a year earlier and save around $6,000.  <br>","credit_card","Credit Refinance","MARY ESTHER","FL","0","","","","","11.88","0","0","2004-06-23 04:30","1","","","","","","","8","0","","19397","79.5%","","18","f","2015.96","2015.96","16546.44","16546.44","12984.04","3562.40","0.0","0.0","0.0","2014-09-04","517.42","2014-09-29","2014-09-02","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069043","1303486","20975","13575","13550"," 60 months"," 17.58%","341.63","D","D4","Dollar Tree Stores","5 years","MORTGAGE","44000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069043","  Borrower added on 12/18/11 > We are looking to consolidate and wipe out all of our exisiting credit card debt. With this loan we will be able to save several hundred dollars a month which we plan to put back into our budget as savings or investments.<br>","credit_card","Refinance Loan","SNELLVILLE","GA","0","","","","","18.79","0","0","2000-04-15 04:35","0","","105","","","","","13","1","","20657","79.4%","","21","f","0.00","0.00","18097.3445841512","18064.10","13575.00","4522.34","0.0","0.0","0.0","2014-04-03","9245.21","","2014-04-22","","","","1","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1060981","1292558","6400","6400","6400"," 36 months"," 16.77%","227.45","D","D2","Riverside County, California","5 years","RENT","75000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1060981","  Borrower added on 12/14/11 > Debt consolidation<br>","debt_consolidation","Help","REDLANDS","CA","0","","","","","20.22","0","0","1994-12-08 10:23","0","48","","","","","","9","0","","7159","67.5%","","27","f","0.00","0.00","4776.45","4776.45","3334.25","1431.91","0.0","10.29","0.0","2013-10-10","227.45","","2014-03-24","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069071","1303716","3000","3000","3000"," 36 months"," 13.49%","101.8","C","C1","Insight Card Services","1 year","RENT","33600","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-20","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069071","","debt_consolidation","Credit Card Consolidation","Hoover","AL","0","","","","","18.11","0","0","2005-10-16 04:18","0","41","","","","","","4","0","","2745","83.2%","","7","f","0.00","0.00","3246.8","3246.80","3000.00","246.80","0.0","0.0","0.0","2012-09-04","2539.58","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069070","1299004","12000","12000","12000"," 36 months"," 16.77%","426.47","D","D2","Genocea Biosciences","3 years","RENT","50000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069070","  Borrower added on 12/14/11 > This loan is for credit card consolidation so that I can get on the path to making better financial decisions. Thank-you for funding me!<br><br>  Borrower added on 12/18/11 > I also want to  add that I have never been late with a bill payment and I will make sure your investment is well worth it. Thanks again for helping me out!<br>","credit_card","Credit Card Consolidation","ATHOL","MA","0","","","","","20.57","0","0","2005-09-12 08:45","1","","","","","","","13","0","","11443","97%","","19","f","1662.97","1662.97","13625.54","13625.54","10337.03","3288.51","0.0","0.0","0.0","2014-09-04","426.47","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068893","1303514","14400","14400","14400"," 36 months","  8.90%","457.25","A","A5","Model Metrics","< 1 year","OWN","150000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068893","  Borrower added on 12/15/11 > I have some 0% interest store credit that is coming due.  Back interest of about $3500 would need to be paid and ongoing 17.99 APR.  I figure I could save about $5500 with this loan.  Thanks for your help.<br>","debt_consolidation","Credit Payoff 14400","Rochester","NY","0","","","","","14.85","0","0","1994-12-13 02:58","0","","","","","","","12","0","","63864","55%","","38","f","1802.35","1802.35","14623.75","14623.75","12597.65","2026.10","0.0","0.0","0.0","2014-09-04","457.25","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068882","1303303","12000","12000","12000"," 36 months"," 14.65%","413.94","C","C3","Boro of Butler","10+ years","RENT","90000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068882","","debt_consolidation","Debt Consolidation Loan","Bloomingdale","NJ","0","","","","","16.56","0","0","1984-12-05 02:32","2","40","","","","","","12","0","","17116","78.5%","","36","f","0.00","0.00","12699.48","12699.48","12000.00","699.48","0.0","0.0","0.0","2012-06-01","11046.6","","2014-05-27","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1069039","1303482","11000","11000","11000"," 36 months"," 13.49%","373.24","C","C1","TX Army National Guard","10+ years","MORTGAGE","48000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1069039","","debt_consolidation","Debt Consolidation","Bastrop","TX","0","","","","","21.82","0","0","1999-12-17 02:25","3","74","","","","","","15","0","","11382","65%","","29","f","1468.39","1468.39","11921.93","11921.93","9531.60","2390.33","0.0","0.0","0.0","2014-09-04","373.24","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068416","1302799","7250","7200","7175"," 60 months"," 21.67%","197.51","F","F3","Cross Country Travel Corp","< 1 year","RENT","75000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068416","I have been steadily employed.  I am a hard worker and pay my bills on time. I would like to consolidate my credit card debt and buy a car that is more reliable (since mine is having transmission troubles) and more practical (with better gas mileage). I'd like to do this without increasing my monthly payment, which this will do, then I can choose to pay extra when possible.","debt_consolidation","Debt Consolidation Loan","Fresno","CA","0","","","","","24.82","0","0","2000-05-14 10:57","2","","97","","","","","9","1","","21706","91.2%","","19","f","0.00","0.00","8201.53","8173.07","7200.00","1001.53","0.0","0.0","0.0","2012-09-04","6824.7","","2014-08-21","","","","1","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068997","1303437","15000","15000","15000"," 36 months","  7.90%","469.36","A","A4","Segovia's Transportion Inc.","1 year","MORTGAGE","52000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068997","","small_business","Small_Business Loan","el paso","TX","0","","","","","9.65","0","0","2003-11-26 01:56","1","","","","","","","11","0","","1616","6.7%","","29","f","0.00","0.00","15557.640000000001","15557.64","15000.00","557.64","0.0","0.0","0.0","2012-08-02","312.74","","2014-03-25","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1048390","1279714","18000","18000","18000"," 60 months"," 19.91%","475.99","E","E4","AVMED HEALTH PLANS","10+ years","MORTGAGE","65000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1048390","  Borrower added on 12/20/11 > I've been working for the same company for 22 yrs.<br>The funds will be used completely to pay all my debt.<br>","debt_consolidation","Debt Consolidation Loan","MIAMI","FL","0","","","","","6.81","0","0","1989-06-28 12:04","0","25","","","","","","10","0","","11745","77.8%","","40","f","10596.59","10596.59","15243.810000000049","15243.81","7403.40","7816.63","23.78149961137","0.0","0.0","2014-09-17","475.99","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068994","1303432","35000","22075","22050"," 60 months"," 17.27%","551.84","D","D3","tutor Per ini Corporation","3 years","MORTGAGE","150000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068994","","home_improvement","Home improvement","Oceanside","NY","0","","","","","7.51","0","0","2003-06-29 02:15","1","35","","","","","","11","0","","7334","53.3%","","31","f","0.00","0.00","28871.920000000002","28839.26","22075.00","6796.92","0.0","0.0","0.0","2014-02-03","15660.22","","2014-02-24","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068475","1302869","10000","10000","10000"," 36 months"," 14.27%","343.09","C","C2","SAP","2 years","RENT","68000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-20","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068475","  Borrower added on 12/14/11 > Consolidation of two credit cards with IR over 20%<br>","credit_card","CC Refi Loan","PHILADELPHIA","PA","0","","","","","15.39","0","0","2006-07-13 02:12","1","","","","","","","9","0","","11303","81.3%","","15","f","0.00","0.00","10671.62","10671.62","10000.00","671.62","0.0","0.0","0.0","2012-07-05","8962.31","","2013-02-01","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068989","1282013","11800","11800","11800"," 36 months"," 12.69%","395.83","B","B5","Koi Restaurant","6 years","RENT","42000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068989"," Loan for refinancing credit cards and finishing off all credit card debt.<br>  Borrower added on 12/17/11 > I expect to fully pay off the loan in under the stated term of 3 years.<br>","credit_card","Credit Card Refinancing","Ozone Park","NY","0","","","","","9.86","0","0","1996-10-20 11:35","0","","","","","","","4","0","","8940","74.8%","","13","f","1565.86","1565.86","12636.31","12636.31","10234.14","2402.17","0.0","0.0","0.0","2014-09-04","395.83","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068967","1303403","4500","4500","4500"," 36 months","  6.03%","136.96","A","A1","CaseStack","4 years","RENT","53000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068967","","major_purchase","Auto Loan","Long Beach","CA","0","","","","","4.44","0","0","2000-10-12 01:26","0","","","","","","","7","0","","8630","13.9%","","17","f","543.02","543.02","4380.47","4380.47","3956.98","423.49","0.0","0.0","0.0","2014-09-04","136.96","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068744","1303379","7000","7000","7000"," 36 months"," 12.69%","234.82","B","B5","Bellflower convalecent hospital","10+ years","RENT","35000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068744","  Borrower added on 12/14/11 > Pay my credit<br>","credit_card","I pay my all credit","HAWTHORNE","CA","0","","","","","11.35","0","0","2000-05-15 01:10","2","53","","","","","","10","0","","7649","82.3%","","26","f","928.34","928.34","7496.7399999999","7496.74","6071.66","1425.08","0.0","0.0","0.0","2014-09-12","234.82","2014-09-29","2014-09-13","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1045509","1276120","9200","9200","9200"," 36 months"," 12.42%","307.43","B","B4","Kaiser Permanente","2 years","RENT","60000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-20","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1045509","  Borrower added on 12/14/11 > Debt Consolidation<br>","debt_consolidation","Nissan Car Loan","LAWNDALE","CA","0","","","","","19.96","0","0","2002-10-01 07:48","3","","","","","","","8","0","","23299","78.7%","","19","f","0.00","0.00","10480.84","10480.84","9200.00","1280.84","0.0","0.0","0.0","2013-07-03","365.48","","2014-07-22","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1063958","1297940","14000","14000","13975"," 60 months"," 17.27%","349.98","D","D3","community colleges of spokane","4 years","RENT","28000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1063958","  Borrower added on 12/18/11 > most of my teeth need root canals and crowns. As far as day to day expenses goes I live a spartan life style buying only what I need saving money whenever possible. So that I can pay off my debt as quickly as possible.<br>","other","dental care","SPOKANE","WA","0","","","","","6.34","0","0","2005-07-13 05:42","2","","","","","","","5","0","","6986","79.4%","","10","f","8029.41","8015.02","11177.36","11157.49","5970.60","5206.76","0.0","0.0","0.0","2014-09-04","349.98","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1041756","1272024","4500","4500","4475"," 60 months"," 10.65%","97.06","B","B2","barnes distribution","< 1 year","MORTGAGE","42000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1041756","  Borrower added on 12/20/11 > The loan is to be used on buying a classic car at a very reduced price of the actual worth.<br>","car","Car Loan","plano","TX","0","","","","","5.4","0","0","1983-02-13 09:48","0","","","","","","","4","0","","8220","78.3%","","9","f","0.00","0.00","4907.8","4880.55","4500.00","407.80","0.0","0.0","0.0","2012-12-04","3946.24","","2012-12-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068694","1303326","12000","12000","12000"," 36 months"," 16.29%","423.61","D","D1","Phoenix Newspapers Inc.","9 years","RENT","88365","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068694","  Borrower added on 12/14/11 > looking to pay off my 401(k) loan<br> Borrower added on 12/14/11 > 401(k)<br>","debt_consolidation","loan payoff","Tempe","AZ","0","","","","","16.85","0","0","1996-10-03 12:19","0","","","","","","","6","0","","22936","96.4%","","15","f","0.00","0.00","14685.36","14685.36","12000.00","2685.36","0.0","0.0","0.0","2013-11-18","5800.45","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068792","1303200","12000","12000","12000"," 36 months"," 13.49%","407.17","C","C1","LITHIA MOTORS","4 years","RENT","72000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068792","  Borrower added on 12/14/11 > I HAVE SOME CREDIT CARDS I WANT TO PAY THE BALANCES ALL THE WAY DOWN AND I ALSO HAVE A FEW LOANS ALL TOGETHER THEY TOTAL ABOUT 1,000.00 A MONTH WITH THIS LOAN I CAN CUT MY EXPENSES IN HALF AND RAISE MY CREDIT SCORE UP BY PAYING OFF THE REMAINING CREDIT CARDS THANKS<br><br>  Borrower added on 12/15/11 > THIS WILL HELP ME GET ONE STEP CLOSER TO PURCHASING MY FIRST HOME WITHIN THE NEXT 12-18 MONTHS.<br><br>  Borrower added on 12/19/11 > I want to say thank you to all of the investors who have invested in me.  Life has a way of teaching us things this is fantastic the Lending Club really does open up doors this will help me start the life that I have been thinking about for a long time once again thanks for your help.<br>","debt_consolidation","MAKE ON PAYMENT","FRESNO","CA","0","","","","","21.33","0","0","2003-05-30 12:07","1","","","","","","","11","0","","3419","27.6%","","19","f","0.00","0.00","13985.6762204181","13985.68","12000.00","1985.68","0.0","0.0","0.0","2014-04-21","426.26","","2014-08-25","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068558","1303163","12000","12000","12000"," 36 months"," 10.65%","390.88","B","B2","Insight Global","< 1 year","RENT","62000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068558","  Borrower added on 12/15/11 > with fixed amount of payments i know how much exactly my payoff target is. Plus, after payoff, my credit rating increases<br><br>  Borrower added on 12/19/11 > credit cards to be refinanced are above 19% APR. would be saving a lot of my money by paying them off with the loan.<br>","credit_card","Credit Card Refinance","RICHARDSON","TX","0","","","","","23.94","0","0","2002-06-04 11:08","0","","","","","","","10","0","","20310","78.4%","","51","f","0.00","0.00","12779.62","12779.62","12000.00","779.62","0.0","0.0","0.0","2012-09-06","10046.57","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068322","1302938","7000","7000","7000"," 36 months"," 10.65%","228.02","B","B2","Winghouse Corporation","3 years","MORTGAGE","43680","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068322","  Borrower added on 12/14/11 > I plan on paying off all three of my credit cards.<br>","credit_card","Credit Card Consolidation","EYOTA","MN","0","","","","","5.38","0","0","2000-10-12 08:58","0","39","","","","","","7","0","","6245","78.1%","","11","f","0.00","0.00","7687.73","7687.73","7000.00","687.73","0.0","0.0","0.0","2013-02-01","4958.61","","2013-02-01","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1065674","1299785","8200","8200","8200"," 60 months"," 19.42%","214.62","E","E3","Claret Wine Bar","3 years","RENT","120000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1065674","","debt_consolidation","Debit consolidation","BRONX","NY","0","","","","","2.8","0","0","2007-06-08 11:01","2","","","","","","","5","0","","10392","88.4%","","6","f","4813.71","4813.71","6840.59","6840.59","3386.29","3454.30","0.0","0.0","0.0","2014-09-04","214.62","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068547","1303150","10500","10500","10500"," 36 months"," 12.69%","352.23","B","B5","O'Connor","10+ years","RENT","66000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068547","  Borrower added on 12/21/11 > My job is  in the healthcare field. I specialize in a unique area not many people have the training for the job I do. I always have work, sometimes more then I can handle.<br><br> Borrower added on 12/21/11 > I have been at the same job for 11 yrs..<br>","medical","medical","morgan hill","CA","0","","","","","20.73","1","0","1998-09-23 10:45","2","10","","","","","","8","0","","5790","51.2%","","26","f","0.00","0.00","11232.14","11232.14","10500.00","732.14","0.0","0.0","0.0","2012-10-04","4421.32","","2012-10-18","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068545","1303147","7000","7000","7000"," 36 months"," 11.71%","231.54","B","B3","Harris","4 years","OWN","39120","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068545","","debt_consolidation","Emergency Loan","Palm bay","FL","0","","","","","21.01","0","0","1996-12-02 09:45","0","26","33","","","","","8","1","","9414","52.4%","","26","f","0.00","0.00","7932.300000000001","7932.30","7000.00","932.30","0.0","0.0","0.0","2013-06-03","4235.03","","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068575","1303001","15300","15300","15275"," 60 months"," 22.06%","423.1","F","F4","OSSI","6 years","RENT","85000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-27","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068575","","credit_card","Consolidation","WINCHESTER","VA","0","","","","","20.58","0","0","1984-02-09 09:49","2","56","","","","","","14","0","","26524","89.7%","","27","f","9200.49","9185.46","13526.2","13504.11","6099.51","7426.69","0.0","0.0","0.0","2014-09-04","423.1","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1049528","1280928","20000","12800","12775"," 60 months"," 11.71%","282.86","B","B3","NCS Technologies","4 years","MORTGAGE","47800","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-29","Fully Paid","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1049528","","debt_consolidation","Bill Consolidation","Front Royal","VA","0","","","","","10.04","0","0","2001-11-24 09:02","0","","","","","","","15","0","","16447","46.3%","","27","f","0.00","0.00","15161.27","15131.66","12800.00","2361.27","0.0","0.0","0.0","2013-11-01","9242.39","","2013-11-12","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068542","1303143","17500","17500","17500"," 60 months"," 17.27%","437.47","D","D3","Travelers Insurance","7 years","MORTGAGE","45000","Not Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Charged Off","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068542","  Borrower added on 12/14/11 > Pay off credit card debit<br>","credit_card","Debit Free","SPOKANE","WA","0","","","","","21.31","0","0","2002-09-02 10:31","2","","","","","","","13","0","","20129","86.1%","","26","f","0.00","0.00","6561.45","6561.45","3077.85","3473.25","0.0","10.35","0.0","2013-04-03","437.47","","2013-07-24","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1068350","1302971","3500","3500","3500"," 36 months","  6.03%","106.53","A","A1","J&J Steel Inc","10+ years","MORTGAGE","83000","Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-20","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1068350","  Borrower added on 12/14/11 > 1993 jeep wrangler<br>","car","Car Loan","Gladstone","IL","0","","","","","2.31","0","0","1986-01-29 08:53","0","35","","","","","","6","0","","3092","13.4%","","28","f","422.16","422.16","3407.21","3407.21","3077.84","329.37","0.0","0.0","0.0","2014-09-04","106.53","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
"1067874","1302235","6000","6000","6000"," 60 months"," 12.69%","135.57","B","B5","Anadarko Petroleum Corporation","< 1 year","RENT","81000","Source Verified","2011-12-14","2011-12-28","2011-12-14","2011-12-28","Current","n","https://www.lendingclub.com/browse/loanDetail.action?loan_id=1067874","  Borrower added on 12/15/11 > The following is more information regarding the loan request:<br><br>1.) I plan to use the funds to pay for wedding expenses.<br><br>2.) I have never defaulted on a loan or filed for bunkruptcy.<br><br>3.) My job is very stable with great growth opportunities.<br><br><br>","major_purchase","Major Purchase Loan","DENVER","CO","0","","","","","13.66","1","0","2004-11-20 08:32","0","20","","","","","","6","0","","15102","50%","","17","f","3278.03","3278.03","4325.99","4325.99","2721.97","1604.02","0.0","0.0","0.0","2014-09-04","135.57","2014-09-29","2014-08-21","","","","0","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","1"
